Role,Sector,Experience,City,State,Salary_in_office,Salary_remote,Avg.OfficeRent_per_sqft,Office Rent,Annual Commute Cost,Avg internet monthly payment,Electricity Price (cents per kWh),Cost of Living Index,National_Avg_Salary,In-Office Expenses,Remote Work Expenses,Total In-office salary,Total Remote salary,remote_vs_office_cost_ratio
Network administrator,Private,Entry,Pasadena,California,37085.0,80480.0,42.33,76194.0,7036.89,80.83,30.55,125.75,64000.0,83230.89,4269.36,120315.89,84749.36,0.7
Network administrator,Private,Entry,Fort Campbell,Kentucky,34010.0,56435.2,19.69,35442.0,4469.83,79.56,13.28,88.18,64000.0,39911.83,2388.96,73921.83,58824.16,0.8
Network administrator,Private,Entry,Duluth,Georgia,71000.0,58816.0,21.55,38790.0,5285.46,80.83,13.49,91.9,64000.0,44075.46,2426.88,115075.46,61242.88,0.53
Network administrator,Private,Entry,San Antonio,Texas,35000.0,59328.0,27.34,49212.0,4251.07,80.83,15.32,92.7,64000.0,53463.07,2624.52,88463.07,61952.52,0.7
Network administrator,Private,Entry,Los Alamos,New Mexico,92000.0,57996.8,19.07,34326.0,4666.31,68.46,14.26,90.62,64000.0,38992.31,2361.6,130992.31,60358.4,0.46
Network administrator,Private,Entry,New York,New York,105000.0,81920.0,33.56,60408.0,10831.74,80.83,24.37,128.0,64000.0,71239.74,3601.92,176239.74,85521.92,0.49
Network administrator,Private,Entry,Bakersfield,California,66000.0,65856.0,26.53,47754.0,5216.85,80.83,30.55,102.9,64000.0,52970.85,4269.36,118970.85,70125.36,0.59
Network administrator,Private,Entry,Albuquerque,New Mexico,44115.00000000000,59456.0,20.12,36216.0,4666.31,68.46,14.26,92.9,64000.0,40882.31,2361.6,84997.31,61817.6,0.73
Network administrator,Private,Entry,Towson,Maryland,96000.0,64716.8,25.75,46350.0,6001.22,75.44,18.15,101.12,64000.0,52351.22,2865.48,148351.22,67582.28,0.46
Network administrator,Private,Entry,Jackson,Mississippi,47500.0,56192.0,17.66,31788.0,2535.04,80.83,13.44,87.8,64000.0,34323.04,2421.48,81823.04,58613.48,0.72
Network administrator,Private,Entry,Andrews AFB,Maryland,60500.0,64716.8,26.17,47106.0,6001.22,75.44,18.15,101.12,64000.0,53107.22,2865.48,113607.22,67582.28,0.59
Network administrator,Private,Entry,Annapolis Junction,Maryland,86000.0,64716.8,26.17,47106.0,6001.22,75.44,18.15,101.12,64000.0,53107.22,2865.48,139107.22,67582.28,0.49
Network administrator,Private,Entry,Fort Drum,New York,21930.0,62105.6,33.56,60408.0,6758.4,80.83,24.37,97.04,64000.0,67166.4,3601.92,89096.4,65707.52,0.74
Network administrator,Private,Entry,Macon,Georgia,22210.0,55808.0,16.48,29664.0,5285.46,80.83,13.49,87.2,64000.0,34949.46,2426.88,57159.46,58234.88,1.02
Network administrator,Private,Entry,Colwich,Kansas,58000.0,55904.0,22.91,41238.0,4429.11,80.83,13.85,87.35,64000.0,45667.11,2465.76,103667.11,58369.76,0.56
Network administrator,Private,Entry,Memphis,Tennessee,55500.0,56448.0,18.66,33588.0,3666.47,80.83,13.04,88.2,64000.0,37254.47,2378.28,92754.47,58826.28,0.63
Operations research analyst,Private,Entry,Tampa,Florida,77500.0,68952.0,31.47,56646.0,5623.94,83.25,14.2,101.4,68000.0,62269.94,2532.6,139769.94,71484.6,0.51
Network administrator,Private,Entry,Anchorage,Alaska,89500.0,70848.0,36.46,65628.0,4845.27,103.73,22.38,110.7,64000.0,70473.27,3661.8,159973.27,74509.8,0.47
Operations research analyst,Private,Entry,Cincinnati,Ohio,79000.0,62832.0,18.83,33894.0,4560.93,80.83,15.98,92.4,68000.0,38454.93,2695.8,117454.93,65527.8,0.56
Operations research analyst,Private,Entry,Reno,Nevada,24000.0,73032.0,25.82,46476.0,4502.88,80.83,14.88,107.4,68000.0,50978.88,2577.0,74978.88,75609.0,1.01
Operations research analyst,Private,Entry,Austin,Texas,80000.0,72488.0,41.81,75258.0,6365.46,80.83,15.32,106.6,68000.0,81623.46,2624.52,161623.46,75112.52,0.46
Operations research analyst,Private,Entry,San Antonio,Texas,58500.0,63036.0,27.34,49212.0,4251.07,80.83,15.32,92.7,68000.0,53463.07,2624.52,111963.07,65660.52,0.59
Operations research analyst,Private,Entry,Alexandria,Virginia,72500.0,64402.8,36.25,65250.0,9008.39,86.7,14.46,94.71,68000.0,74258.39,2602.08,146758.39,67004.88,0.46
Operations research analyst,Private,Entry,Portland,Oregon,96000.0,79220.0,28.45,51210.0,6557.06,72.27,14.12,116.5,68000.0,57767.06,2392.2,153767.06,81612.2,0.53
Operations research analyst,Private,Entry,Olympia,Washington,6000.0,75412.0,25.14,45252.0,6659.49,80.83,11.83,110.9,68000.0,51911.49,2247.6,57911.49,77659.6,1.34
Operations research analyst,Private,Entry,Boston,Massachusetts,80000.0,90168.0,65.72,118296.0,8589.18,93.6,31.22,132.6,68000.0,126885.18,4494.96,206885.18,94662.96,0.46
Operations research analyst,Private,Entry,Charleston,South Carolina,21640.0,69156.0,34.93,62874.0,7073.12,74.17,13.87,101.7,68000.0,69947.12,2388.0,91587.12,71544.0,0.78
Operations research analyst,Private,Entry,Roseville,California,106500.0,85510.0,26.64,47952.0,7036.89,80.83,30.55,125.75,68000.0,54988.89,4269.36,161488.89,89779.36,0.56
Operations research analyst,Private,Entry,Salt Lake City,Utah,34865.00000000000,72012.0,26.96,48528.0,4143.37,69.01,11.02,105.9,68000.0,52671.37,2018.28,87536.37,74030.28,0.85
Operations research analyst,Private,Entry,Washington,District of Columbia,85000.0,81668.0,52.54,94572.0,7073.12,80.83,20.27,120.1,68000.0,101645.12,3159.03,186645.12,84827.03,0.45
Operations research analyst,Private,Entry,Sayre,Pennsylvania,73000.0,63546.0,28.6,51480.0,6024.26,84.33,17.6,93.45,68000.0,57504.26,2912.76,130504.26,66458.76,0.51
Operations research analyst,Private,Entry,Des Moines,Iowa,59500.0,62356.0,25.08,45144.0,3640.73,75.86,12.43,91.7,68000.0,48784.73,2252.76,108284.73,64608.76,0.6
Operations research analyst,Private,Entry,Albany,New York,26840.0,68068.0,19.46,35028.0,6758.4,80.83,24.37,100.1,68000.0,41786.4,3601.92,68626.4,71669.92,1.04
Operations research analyst,Private,Entry,Washington,District of Columbia,76500.0,81668.0,52.54,94572.0,7073.12,80.83,20.27,120.1,68000.0,101645.12,3159.03,178145.12,84827.03,0.48
Operations research analyst,Private,Entry,Memphis,Tennessee,33000.0,59976.0,18.66,33588.0,3666.47,80.83,13.04,88.2,68000.0,37254.47,2378.28,70254.47,62354.28,0.89
Operations research analyst,Private,Entry,Richland,South Carolina,66500.0,63518.8,27.08,48744.0,7073.12,74.17,13.87,93.41,68000.0,55817.12,2388.0,122317.12,65906.8,0.54
Operations research analyst,Private,Entry,Atlanta,Georgia,41500.0,68204.0,34.79,62622.0,7289.35,80.83,13.49,100.3,68000.0,69911.35,2426.88,111411.35,70630.88,0.63
Operations research analyst,Private,Entry,McLean,Virginia,74500.0,64402.8,28.91,52038.0,5590.44,86.7,14.46,94.71,68000.0,57628.44,2602.08,132128.44,67004.88,0.51
Operations research analyst,Private,Entry,Minnetonka,Minnesota,22500.0,66714.8,28.25,50850.0,5231.86,68.66,14.05,98.11,68000.0,56081.86,2341.32,78581.86,69056.12,0.88
Operations research analyst,Private,Entry,Oroville,California,6000.0,85510.0,40.28,72504.0,7036.89,80.83,30.55,125.75,68000.0,79540.89,4269.36,85540.89,89779.36,1.05
Operations research analyst,Private,Entry,Santa Ana,California,72000.0,85510.0,28.83,51894.0,4314.88,80.83,30.55,125.75,68000.0,56208.88,4269.36,128208.88,89779.36,0.7
Operations research analyst,Private,Entry,Cincinnati,Ohio,83000.0,62832.0,18.83,33894.0,4560.93,80.83,15.98,92.4,68000.0,38454.93,2695.8,121454.93,65527.8,0.54
Operations research analyst,Private,Entry,Chicago,Illinois,78000.0,68068.0,34.16,61488.0,8319.68,80.83,15.99,100.1,68000.0,69807.68,2696.88,147807.68,70764.88,0.48
Operations research analyst,Private,Entry,Quantico,Virginia,85000.0,64402.8,28.91,52038.0,5590.44,86.7,14.46,94.71,68000.0,57628.44,2602.08,142628.44,67004.88,0.47
Operations research analyst,Private,Entry,Jefferson City,Missouri,50000.0,58684.0,21.59,38862.0,3937.23,72.8,11.57,86.3,68000.0,42799.23,2123.16,92799.23,60807.16,0.66
Operations research analyst,Private,Entry,Oklahoma City,Oklahoma,33140.0,59364.0,21.53,38754.0,4392.38,81.27,11.52,87.3,68000.0,43146.38,2219.4,76286.38,61583.4,0.81
Operations research analyst,Private,Entry,New York,New York,82500.0,87040.0,33.56,60408.0,10831.74,80.83,24.37,128.0,68000.0,71239.74,3601.92,153739.74,90641.92,0.59
Operations research analyst,Private,Entry,Saint Louis,Missouri,73500.0,59683.6,24.6,44280.0,3937.23,72.8,11.57,87.77,68000.0,48217.23,2123.16,121717.23,61806.76,0.51
Operations research analyst,Private,Entry,Phoenix,Arizona,62500.0,70924.0,26.61,47898.0,5119.48,75.34,15.2,104.3,68000.0,53017.48,2545.68,115517.48,73469.68,0.64
Operations research analyst,Private,Entry,Davie,Florida,69000.0,68856.8,31.24,56232.0,4977.02,83.25,14.2,101.26,68000.0,61209.02,2532.6,130209.02,71389.4,0.55
Operations research analyst,Private,Entry,Austin,Texas,65000.0,72488.0,41.81,75258.0,6365.46,80.83,15.32,106.6,68000.0,81623.46,2624.52,146623.46,75112.52,0.51
Operations research analyst,Private,Entry,Fayetteville,North Carolina,95500.0,60860.0,27.48,49464.0,3014.9,80.83,13.49,89.5,68000.0,52478.9,2426.88,147978.9,63286.88,0.43
Operations research analyst,Private,Entry,North Chicago,Illinois,75500.0,59880.8,23.79,42822.0,7041.83,80.83,15.99,88.06,68000.0,49863.83,2696.88,125363.83,62577.68,0.5
Operations research analyst,Private,Entry,Little Rock,Arkansas,74500.0,59840.0,19.74,35532.0,3854.67,80.01,11.74,88.0,68000.0,39386.67,2228.04,113886.67,62068.04,0.54
Operations research analyst,Private,Entry,Sumter,South Carolina,52000.0,59908.0,27.08,48744.0,7073.12,74.17,13.87,88.1,68000.0,55817.12,2388.0,107817.12,62296.0,0.58
Operations research analyst,Private,Entry,Littleton,Colorado,92000.0,73644.0,23.75,42750.0,5740.88,80.83,15.16,108.3,68000.0,48490.88,2607.24,140490.88,76251.24,0.54
Operations research analyst,Private,Entry,Washington,District of Columbia,79500.0,81668.0,52.54,94572.0,7073.12,80.83,20.27,120.1,68000.0,101645.12,3159.03,181145.12,84827.03,0.47
Operations research analyst,Private,Entry,New York,New York,46000.0,87040.0,33.56,60408.0,10831.74,80.83,24.37,128.0,68000.0,71239.74,3601.92,117239.74,90641.92,0.77
Operations research analyst,Private,Entry,Eglin AFB,Florida,52500.0,68856.8,31.24,56232.0,4977.02,83.25,14.2,101.26,68000.0,61209.02,2532.6,113709.02,71389.4,0.63
Operations research analyst,Private,Entry,Quantico,Virginia,83500.0,64402.8,28.91,52038.0,5590.44,86.7,14.46,94.71,68000.0,57628.44,2602.08,141128.44,67004.88,0.47
Operations research analyst,Private,Entry,North Charleston,South Carolina,51500.0,63518.8,25.62,46116.0,7073.12,74.17,13.87,93.41,68000.0,53189.12,2388.0,104689.12,65906.8,0.63
Operations research analyst,Private,Entry,North Chicago,Illinois,75500.0,59880.8,23.79,42822.0,7041.83,80.83,15.99,88.06,68000.0,49863.83,2696.88,125363.83,62577.68,0.5
Operations research analyst,Private,Entry,Springfield,Virginia,89000.0,64402.8,24.47,44046.0,5590.44,86.7,14.46,94.71,68000.0,49636.44,2602.08,138636.44,67004.88,0.48
Operations research analyst,Private,Entry,Philadelphia,Pennsylvania,88500.0,70312.0,38.14,68652.0,6843.04,84.33,17.6,103.4,68000.0,75495.04,2912.76,163995.04,73224.76,0.45
Operations research analyst,Private,Entry,Orlando,Florida,33900.00000000000,68952.0,26.74,48132.0,4886.84,83.25,14.2,101.4,68000.0,53018.84,2532.6,86918.84,71484.6,0.82
Operations research analyst,Private,Entry,Cincinnati,Ohio,69000.0,62832.0,18.83,33894.0,4560.93,80.83,15.98,92.4,68000.0,38454.93,2695.8,107454.93,65527.8,0.61
Operations research analyst,Private,Entry,Rockville,Maryland,109000.0,68761.6,33.89,61002.0,6001.22,75.44,18.15,101.12,68000.0,67003.22,2865.48,176003.22,71627.08,0.41
Operations research analyst,Private,Entry,Fort Meade,Maryland,97500.0,68761.6,26.17,47106.0,6001.22,75.44,18.15,101.12,68000.0,53107.22,2865.48,150607.22,71627.08,0.48
Operations research analyst,Private,Entry,Alexandria,Virginia,92000.0,64402.8,36.25,65250.0,9008.39,86.7,14.46,94.71,68000.0,74258.39,2602.08,166258.39,67004.88,0.4
Operations research analyst,Private,Entry,Manchester,Connecticut,74000.0,73820.8,27.62,49716.0,7073.12,72.47,28.16,108.56,68000.0,56789.12,3910.92,130789.12,77731.72,0.59
Operations research analyst,Private,Entry,Quantico,Virginia,86500.0,64402.8,28.91,52038.0,5590.44,86.7,14.46,94.71,68000.0,57628.44,2602.08,144128.44,67004.88,0.46
Operations research analyst,Private,Entry,Los Alamos,New Mexico,133500.0,61621.6,19.07,34326.0,4666.31,68.46,14.26,90.62,68000.0,38992.31,2361.6,172492.31,63983.2,0.37
Operations research analyst,Private,Entry,Exton,Pennsylvania,65000.0,63546.0,23.76,42768.0,6024.26,84.33,17.6,93.45,68000.0,48792.26,2912.76,113792.26,66458.76,0.58
Operations research analyst,Private,Entry,Fort Meade,Maryland,85500.0,68761.6,26.17,47106.0,6001.22,75.44,18.15,101.12,68000.0,53107.22,2865.48,138607.22,71627.08,0.52
Operations research analyst,Private,Entry,Castle Rock,Colorado,88000.0,73644.0,25.38,45684.0,5740.88,80.83,15.16,108.3,68000.0,51424.88,2607.24,139424.88,76251.24,0.55
Operations research analyst,Private,Entry,Huntsville,Alabama,72500.0,62084.0,24.98,44964.0,4951.76,74.1,14.91,91.3,68000.0,49915.76,2499.48,122415.76,64583.48,0.53
Operations research analyst,Private,Entry,Tallahassee,Florida,42000.0,65552.0,20.77,37386.0,3234.3,83.25,14.2,96.4,68000.0,40620.3,2532.6,82620.3,68084.6,0.82
Operations research analyst,Private,Entry,Camp Springs,Maryland,55000.0,68761.6,26.17,47106.0,6001.22,75.44,18.15,101.12,68000.0,53107.22,2865.48,108107.22,71627.08,0.66
Operations research analyst,Private,Entry,Pittsburgh,Pennsylvania,29690.0,63308.0,25.92,46656.0,5205.47,84.33,17.6,93.1,68000.0,51861.47,2912.76,81551.47,66220.76,0.81
Operations research analyst,Private,Entry,Charleston,South Carolina,58500.0,69156.0,34.93,62874.0,7073.12,74.17,13.87,101.7,68000.0,69947.12,2388.0,128447.12,71544.0,0.56
Operations research analyst,Private,Entry,South San Francisco,California,72500.0,85510.0,48.02,86436.0,7036.89,80.83,30.55,125.75,68000.0,93472.89,4269.36,165972.89,89779.36,0.54
Operations research analyst,Private,Entry,McLean,Virginia,144000.0,64402.8,28.91,52038.0,5590.44,86.7,14.46,94.71,68000.0,57628.44,2602.08,201628.44,67004.88,0.33
Operations research analyst,Private,Entry,Washington,District of Columbia,32500.0,81668.0,52.54,94572.0,7073.12,80.83,20.27,120.1,68000.0,101645.12,3159.03,134145.12,84827.03,0.63
Operations research analyst,Private,Entry,Pittsburgh,Pennsylvania,61500.0,63308.0,25.92,46656.0,5205.47,84.33,17.6,93.1,68000.0,51861.47,2912.76,113361.47,66220.76,0.58
Operations research analyst,Private,Entry,Fort Worth,Texas,69000.0,61914.0,27.16,48888.0,5579.72,80.83,15.32,91.05,68000.0,54467.72,2624.52,123467.72,64538.52,0.52
Operations research analyst,Private,Entry,Escondido,California,70000.0,85510.0,40.28,72504.0,5963.45,80.83,30.55,125.75,68000.0,78467.45,4269.36,148467.45,89779.36,0.6
Operations research analyst,Private,Entry,South Bend,Indiana,75000.0,59296.0,20.45,36810.0,4331.59,80.83,14.42,87.2,68000.0,41141.59,2527.32,116141.59,61823.32,0.53
Operations research analyst,Private,Entry,Tampa,Florida,68500.0,68952.0,31.47,56646.0,5623.94,83.25,14.2,101.4,68000.0,62269.94,2532.6,130769.94,71484.6,0.55
Operations research analyst,Private,Entry,Las Vegas,Nevada,67500.0,68476.0,30.23,54414.0,5392.82,80.83,14.88,100.7,68000.0,59806.82,2577.0,127306.82,71053.0,0.56
Operations research analyst,Private,Entry,Falls Church,Virginia,75500.0,64402.8,29.0,52200.0,5590.44,86.7,14.46,94.71,68000.0,57790.44,2602.08,133290.44,67004.88,0.5
Operations research analyst,Private,Entry,McLean,Virginia,120000.0,64402.8,28.91,52038.0,5590.44,86.7,14.46,94.71,68000.0,57628.44,2602.08,177628.44,67004.88,0.38
Operations research analyst,Private,Entry,McLean,Virginia,85000.0,64402.8,28.91,52038.0,5590.44,86.7,14.46,94.71,68000.0,57628.44,2602.08,142628.44,67004.88,0.47
Operations research analyst,Private,Entry,Newport,Rhode Island,68000.0,75310.0,30.88,55584.0,4872.75,80.83,25.31,110.75,68000.0,60456.75,3703.44,128456.75,79013.44,0.62
Operations research analyst,Private,Entry,Anchorage,Alaska,75000.0,75276.0,36.46,65628.0,4845.27,103.73,22.38,110.7,68000.0,70473.27,3661.8,145473.27,78937.8,0.54
Operations research analyst,Private,Entry,Huntsville,Alabama,28000.0,62084.0,24.98,44964.0,4951.76,74.1,14.91,91.3,68000.0,49915.76,2499.48,77915.76,64583.48,0.83
Operations research analyst,Private,Entry,Visalia,California,102500.0,70448.0,40.28,72504.0,7036.89,80.83,30.55,103.6,68000.0,79540.89,4269.36,182040.89,74717.36,0.41
Operations research analyst,Private,Entry,Arlington,Virginia,80500.0,64402.8,41.96,75528.0,5590.44,86.7,14.46,94.71,68000.0,81118.44,2602.08,161618.44,67004.88,0.41
Operations research analyst,Private,Entry,Fort Meade,Maryland,137500.0,68761.6,26.17,47106.0,6001.22,75.44,18.15,101.12,68000.0,53107.22,2865.48,190607.22,71627.08,0.38
Operations research analyst,Private,Entry,University,Mississippi,69500.0,58201.2,20.12,36216.0,2535.04,80.83,13.44,85.59,68000.0,38751.04,2421.48,108251.04,60622.68,0.56
Operations research analyst,Private,Entry,Washington,District of Columbia,67500.0,81668.0,52.54,94572.0,7073.12,80.83,20.27,120.1,68000.0,101645.12,3159.03,169145.12,84827.03,0.5
Operations research analyst,Private,Entry,Quincy,Massachusetts,130000.0,77894.0,48.35,87030.0,6062.35,93.6,31.22,114.55,68000.0,93092.35,4494.96,223092.35,82388.96,0.37
Operations research analyst,Private,Entry,Pittsburgh,Pennsylvania,92000.0,63308.0,25.92,46656.0,5205.47,84.33,17.6,93.1,68000.0,51861.47,2912.76,143861.47,66220.76,0.46
Operations research analyst,Private,Entry,Fayetteville,North Carolina,71000.0,60860.0,27.48,49464.0,3014.9,80.83,13.49,89.5,68000.0,52478.9,2426.88,123478.9,63286.88,0.51
Operations research analyst,Private,Entry,Fort Meade,Maryland,137500.0,68761.6,26.17,47106.0,6001.22,75.44,18.15,101.12,68000.0,53107.22,2865.48,190607.22,71627.08,0.38
Operations research analyst,Private,Entry,Topeka,Kansas,25150.0,58208.0,22.91,41238.0,4429.11,80.83,13.85,85.6,68000.0,45667.11,2465.76,70817.11,60673.76,0.86
Operations research analyst,Private,Entry,Fort Meade,Maryland,137500.0,68761.6,26.17,47106.0,6001.22,75.44,18.15,101.12,68000.0,53107.22,2865.48,190607.22,71627.08,0.38
Operations research analyst,Private,Entry,Owensboro,Kentucky,63000.0,58888.0,19.69,35442.0,4469.83,79.56,13.28,86.6,68000.0,39911.83,2388.96,102911.83,61276.96,0.6
Operations research analyst,Private,Entry,Arlington,Virginia,66500.0,64402.8,41.96,75528.0,5590.44,86.7,14.46,94.71,68000.0,81118.44,2602.08,147618.44,67004.88,0.45
Operations research analyst,Private,Entry,Big Rapids,Michigan,50000.0,61091.2,21.42,38556.0,3880.78,80.83,18.41,89.84,68000.0,42436.78,2958.24,92436.78,64049.44,0.69
Operations research analyst,Private,Entry,,Hawaii,4500.0,105107.6,37.48,67464.0,5029.32,63.18,42.34,154.57,68000.0,72493.32,5330.88,76993.32,110438.48,1.43
Operations research analyst,Private,Entry,Goodfellow AFB,Texas,76500.0,61914.0,27.45,49410.0,5151.54,80.83,15.32,91.05,68000.0,54561.54,2624.52,131061.54,64538.52,0.49
Operations research analyst,Private,Entry,North Las Vegas,Nevada,69500.0,70516.0,26.63,47934.0,4512.19,80.83,14.88,103.7,68000.0,52446.19,2577.0,121946.19,73093.0,0.6
Operations research analyst,Private,Entry,Saratoga,California,68000.0,85510.0,40.28,72504.0,7036.89,80.83,30.55,125.75,68000.0,79540.89,4269.36,147540.89,89779.36,0.61
Operations research analyst,Private,Entry,Escondido,California,87000.0,85510.0,40.28,72504.0,5963.45,80.83,30.55,125.75,68000.0,78467.45,4269.36,165467.45,89779.36,0.54
Operations research analyst,Private,Entry,Champaign,Illinois,61000.0,60520.0,23.79,42822.0,7041.83,80.83,15.99,89.0,68000.0,49863.83,2696.88,110863.83,63216.88,0.57
Operations research analyst,Private,Entry,Westminster,Colorado,114500.0,73644.0,27.22,48996.0,5740.88,80.83,15.16,108.3,68000.0,54736.88,2607.24,169236.88,76251.24,0.45
Operations research analyst,Private,Entry,Towson,Maryland,55000.0,68761.6,25.75,46350.0,6001.22,75.44,18.15,101.12,68000.0,52351.22,2865.48,107351.22,71627.08,0.67
Operations research analyst,Private,Entry,Orlando,Florida,53000.0,68952.0,26.74,48132.0,4886.84,83.25,14.2,101.4,68000.0,53018.84,2532.6,106018.84,71484.6,0.67
Operations research analyst,Private,Entry,Gardena,California,79500.0,85510.0,40.28,72504.0,7036.89,80.83,30.55,125.75,68000.0,79540.89,4269.36,159040.89,89779.36,0.56
