,Role,Salary_in_office,Experience,City,State,Salary_remote,Avg.OfficeRent_per_sqft,Avg internet monthly payment,Annual Commute Cost,Electricity Price (cents per kWh),Cost of Living Index,adjusted_national_salary,Remote Work Expenses,Office Rent,In-Office Expenses,Total In-office salary,Total Remote salary,remote_vs_office_cost_ratio
473,Accountant,61000.0,Entry,Chalfont,Pennsylvania,42560.867999999995,28.6,84.33,6024.26,17.6,93.45,45544.0,2912.76,51480.0,57504.26,118504.26,45473.628,0.3837299013554449
474,Accountant,46000.0,Entry,Miami,Florida,50143.944,49.18,83.25,4541.57,14.2,110.1,45544.0,2532.6,88524.0,93065.57,139065.57,52676.543999999994,0.3787892574704148
475,Accountant,28840.0,Entry,Orlando,Florida,46181.61600000001,26.74,83.25,4886.84,14.2,101.4,45544.0,2532.6,48131.99999999999,53018.84,81858.84,48714.21600000001,0.5951002481833362
476,Accountant,51000.0,Entry,Livonia,Michigan,40916.7296,19.17,80.83,3880.78,18.41,89.84,45544.0,2958.24,34506.00000000001,38386.780000000006,89386.78,43874.9696,0.4908440554632351
477,Accountant,50000.0,Entry,Macon,Georgia,39714.368,16.48,80.83,5285.46,13.49,87.2,45544.0,2426.88,29664.0,34949.46,84949.45999999999,42141.248,0.496074348206569
478,Accountant,25405.0,Entry,Norwich,New York,44195.8976,33.56,80.83,6758.4,24.37,97.04,45544.0,3601.92,60408.0,67166.4,92571.4,47797.8176,0.5163346087452497
479,Accountant,73500.0,Entry,Irvine,California,57271.58,34.67,80.83,9010.54,30.55,125.75,45544.0,4269.360000000001,62406.0,71416.54000000001,144916.54,61540.94,0.4246647070099796
480,Accountant,43000.0,Entry,Gadsden,Alabama,39167.84,20.67,74.1,4021.31,14.91,86.0,45544.0,2499.48,37206.00000000001,41227.310000000005,84227.31,41667.32,0.4947008280330928
481,Accountant,130000.0,Entry,Fort Lauderdale,Florida,46117.8544,32.61,83.25,5474.08,14.2,101.26,45544.0,2532.6,58698.0,64172.08,194172.08,48650.4544,0.2505532947888285
482,Accountant,6000.0,Entry,Seattle,Washington,56747.82399999999,43.13,80.83,10361.54,11.83,124.6,45544.0,2247.6000000000004,77634.0,87995.54000000001,93995.54,58995.42399999999,0.6276406731638542
483,Accountant,55000.0,Entry,Tucson,Arizona,44496.488,19.59,75.34,3896.09,15.2,97.7,45544.0,2545.68,35262.0,39158.09,94158.09,47042.168,0.49960835016938
484,Accountant,50000.0,Entry,Klamath Falls,Oregon,44223.223999999995,24.32,72.27,5185.42,14.12,97.1,45544.0,2392.2,43776.0,48961.42,98961.42,46615.42399999999,0.4710464340548063
485,Accountant,4500.0,Entry,Rancho Cordova,California,57271.58,23.45,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,42210.0,49246.89,53746.89,61540.94,1.1450139719712156
486,Accountant,40000.0,Entry,El Paso,Texas,40351.984,27.45,80.83,4118.69,15.32,88.6,45544.0,2624.52,49410.0,53528.69,93528.69,42976.50399999999,0.4595007585373001
487,Accountant,73000.0,Entry,Cedar Rapids,Iowa,40124.264,22.91,75.86,3640.73,12.43,88.1,45544.0,2252.76,41238.0,44878.73,117878.73,42377.024,0.359496781141093
488,Accountant,67500.0,Entry,Baton Rouge,Louisiana,41490.584,20.05,80.83,3786.25,11.7,91.1,45544.0,2233.56,36090.0,39876.25,107376.25,43724.144,0.4072049824798314
489,Accountant,105000.0,Entry,Mission Viejo,California,57271.58,40.28,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,72504.0,79540.89,184540.89,61540.94,0.3334813222153637
490,Accountant,53000.0,Entry,Portales,New Mexico,41271.9728,19.07,68.46,4666.31,14.26,90.62,45544.0,2361.6,34326.0,38992.31,91992.31,43633.5728,0.4743176119830016
491,Accountant,58500.0,Entry,Philadelphia,Pennsylvania,47092.49600000001,38.14,84.33,6843.04,17.6,103.4,45544.0,2912.76,68652.0,75495.04,133995.03999999998,50005.25600000001,0.3731873657412992
492,Accountant,39515.0,Entry,Everett,Washington,48741.1888,23.61,80.83,6659.49,11.83,107.02,45544.0,2247.6000000000004,42498.0,49157.49,88672.48999999999,50988.788799999995,0.5750237621611843
493,Accountant,55500.0,Entry,Houston,Texas,43631.152,31.12,80.83,5245.46,15.32,95.8,45544.0,2624.52,56016.0,61261.46,116761.46,46255.672,0.3961553067253527
494,Accountant,63000.0,Entry,San Antonio,Texas,42219.288,27.34,80.83,4251.07,15.32,92.7,45544.0,2624.52,49212.0,53463.07,116463.07,44843.808,0.3850474489466918
495,Accountant,55000.0,Entry,Cleveland,Ohio,40989.6,20.79,80.83,3936.9,15.98,90.0,45544.0,2695.8,37422.0,41358.9,96358.9,43685.4,0.4533613397413213
496,Accountant,75500.0,Entry,Medfield,Massachusetts,52170.652,48.35,93.6,6062.35,31.22,114.55,45544.0,4494.96,87030.0,93092.35,168592.35,56665.612,0.336110220896737
497,Accountant,28000.0,Entry,Ewing,New Jersey,47092.49600000001,31.19,82.79,8059.16,19.49,103.4,45544.0,3098.4,56142.0,64201.16,92201.16,50190.89600000001,0.5443629559541334
498,Accountant,56500.0,Entry,Salt Lake City,Utah,48231.096000000005,26.96,69.01,4143.37,11.02,105.9,45544.0,2018.28,48528.0,52671.37,109171.37,50249.376,0.4602797968002051
499,Accountant,21725.0,Entry,Ashland,Nebraska,41959.6872,20.59,80.83,3902.3,10.78,92.13,45544.0,2134.2,37062.0,40964.3,62689.3,44093.8872,0.7033718226236374
500,Accountant,66000.0,Entry,Middleboro,Massachusetts,52170.652,48.35,93.6,6062.35,31.22,114.55,45544.0,4494.96,87030.0,93092.35,159092.35,56665.612,0.3561806208783766
501,Accountant,58000.0,Entry,Tualatin,Oregon,48372.2824,26.83,72.27,5185.42,14.12,106.21,45544.0,2392.2,48293.99999999999,53479.41999999999,111479.41999999998,50764.48239999999,0.4553708872902281
502,Accountant,72500.0,Entry,Ypsilanti,Michigan,40916.7296,21.42,80.83,3880.78,18.41,89.84,45544.0,2958.24,38556.00000000001,42436.780000000006,114936.78,43874.9696,0.3817313274306101
503,Accountant,50000.0,Entry,New York,New York,58296.32,33.56,80.83,10831.74,24.37,128.0,45544.0,3601.92,60408.0,71239.74,121239.74,61898.24,0.5105441499627102
504,Accountant,55000.0,Entry,New Orleans,Louisiana,42082.656,20.03,80.83,4692.05,11.7,92.4,45544.0,2233.56,36054.0,40746.05,95746.05,44316.216,0.4628516372215877
505,Accountant,70500.0,Entry,Carrollton,Texas,41467.812,23.15,80.83,5151.54,15.32,91.05,45544.0,2624.52,41670.0,46821.54,117321.54,44092.331999999995,0.3758246951071388
506,Accountant,69500.0,Entry,Rolla,Missouri,39973.9688,21.59,72.8,3937.23,11.57,87.77,45544.0,2123.16,38862.0,42799.23,112299.23,42097.128800000006,0.3748656940924706
507,Accountant,55000.0,Entry,San Diego,California,62030.928,41.6,80.83,6210.03,30.55,136.2,45544.0,4269.360000000001,74880.0,81090.03,136090.03,66300.288,0.4871796119083815
508,Accountant,92500.0,Entry,San Francisco,California,81341.58399999999,62.2,80.83,12650.66,30.55,178.6,45544.0,4269.360000000001,111960.0,124610.66,217110.66,85610.94399999999,0.3943193945428566
509,Accountant,91500.0,Entry,Tooele,Utah,45525.7824,24.79,69.01,4143.37,11.02,99.96,45544.0,2018.28,44622.0,48765.37,140265.37,47544.062399999995,0.33895795091832
510,Accountant,93000.0,Entry,Herriman,Utah,45525.7824,24.79,69.01,4143.37,11.02,99.96,45544.0,2018.28,44622.0,48765.37,141765.37,47544.062399999995,0.3353714831767447
511,Accountant,34730.00000000001,Entry,Roseville,California,57271.58,26.64,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,47952.0,54988.89,89718.89000000001,61540.94,0.6859306886208689
512,Accountant,22000.0,Entry,Benicia,California,57271.58,40.28,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,72504.0,79540.89,101540.89,61540.94,0.6060705199649127
513,Accountant,60000.0,Entry,San Francisco,California,81341.58399999999,62.2,80.83,12650.66,30.55,178.6,45544.0,4269.360000000001,111960.0,124610.66,184610.66,85610.94399999999,0.4637378144902357
514,Accountant,31595.0,Entry,Bronx,New York,44195.8976,33.56,80.83,6758.4,24.37,97.04,45544.0,3601.92,60408.0,67166.4,98761.4,47797.8176,0.483972661383901
515,Accountant,118000.0,Entry,Washington,District of Columbia,54698.344,52.54,80.83,7073.12,20.269186534216335,120.1,45544.0,3159.0321456953643,94572.0,101645.12,219645.12,57857.376145695365,0.2634129824768944
516,Accountant,20500.0,Entry,Florence,Alabama,39532.191999999995,20.67,74.1,4021.31,14.91,86.8,45544.0,2499.48,37206.00000000001,41227.310000000005,61727.310000000005,42031.672,0.680925055700629
517,Accountant,32500.0,Entry,Washington,District of Columbia,54698.344,52.54,80.83,7073.12,20.269186534216335,120.1,45544.0,3159.0321456953643,94572.0,101645.12,134145.12,57857.376145695365,0.4313043675811343
518,Accountant,43000.0,Entry,Houston,Texas,43631.152,31.12,80.83,5245.46,15.32,95.8,45544.0,2624.52,56016.0,61261.46,104261.46,46255.672,0.4436507219446188
519,Accountant,127500.0,Entry,Chino,California,57271.58,40.28,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,72504.0,79540.89,207040.89,61540.94,0.297240511282578
520,Accountant,60000.0,Entry,Paramus,New Jersey,47092.49600000001,33.85,82.79,8059.16,19.49,103.4,45544.0,3098.4,60930.0,68989.16,128989.16,50190.89600000001,0.3891094104341792
521,Accountant,71000.0,Entry,Boca Raton,Florida,46117.8544,34.31,83.25,4977.02,14.2,101.26,45544.0,2532.6,61758.0,66735.02,137735.02000000002,48650.4544,0.353217753916179
522,Accountant,63000.0,Entry,Buffalo,New York,44314.312000000005,19.21,80.83,4174.42,24.37,97.3,45544.0,3601.92,34578.0,38752.42,101752.42,47916.232,0.4709099989956013
523,Accountant,54500.0,Entry,Glendale,Arizona,45721.6216,31.99,75.34,5339.23,15.2,100.39,45544.0,2545.68,57582.0,62921.23,117421.23,48267.3016,0.4110611139058925
524,Accountant,55000.0,Entry,Rochester,New York,43995.50399999999,21.48,80.83,3519.92,24.37,96.6,45544.0,3601.92,38664.0,42183.92,97183.92,47597.42399999999,0.4897664551913526
525,Accountant,71500.0,Entry,San Bernardino,California,57271.58,20.05,80.83,4760.21,30.55,125.75,45544.0,4269.360000000001,36090.0,40850.21,112350.21,61540.94,0.547759901828399
526,Accountant,64500.0,Entry,Germantown,Maryland,46054.092800000006,26.17,75.44,6001.22,18.15,101.12,45544.0,2865.4799999999996,47106.00000000001,53107.22000000001,117607.22,48919.57280000001,0.4159572243948969
527,Accountant,61500.0,Entry,Wheeling,Illinois,40106.0464,23.79,80.83,7041.83,15.99,88.06,45544.0,2696.88,42822.0,49863.83,111363.83,42802.9264,0.3843521401877072
528,Accountant,64500.0,Entry,Los Angeles,California,64034.863999999994,49.02,80.83,6877.72,30.55,140.6,45544.0,4269.360000000001,88236.00000000001,95113.72000000002,159613.72000000003,68304.22399999999,0.4279345409655258
529,Accountant,53500.0,Entry,Hawthorne,New York,44195.8976,33.56,80.83,6758.4,24.37,97.04,45544.0,3601.92,60408.0,67166.4,120666.4,47797.8176,0.3961153858903556
530,Accountant,52500.0,Entry,Old Bridge,New Jersey,47092.49600000001,31.19,82.79,8059.16,19.49,103.4,45544.0,3098.4,56142.0,64201.16,116701.16,50190.89600000001,0.4300805236211877
531,Accountant,74000.0,Entry,Denver,Colorado,51054.82399999999,36.45,80.83,6740.21,15.16,112.1,45544.0,2607.24,65610.0,72350.21,146350.21000000002,53662.06399999999,0.3666688554802892
532,Accountant,48500.0,Entry,Cincinnati,Ohio,42082.656,18.83,80.83,4560.93,15.98,92.4,45544.0,2695.8,33893.99999999999,38454.92999999999,86954.93,44778.456000000006,0.5149616703733763
533,Accountant,27460.0,Entry,Plano,Texas,41467.812,37.11,80.83,7098.23,15.32,91.05,45544.0,2624.52,66798.0,73896.23,101356.23,44092.331999999995,0.4350234021135158
534,Accountant,26470.0,Entry,Covington,Georgia,41854.936,23.66,80.83,5285.46,13.49,91.9,45544.0,2426.88,42588.0,47873.46,74343.45999999999,44281.816,0.595638352048721
535,Accountant,23500.0,Entry,Los Angeles,California,64034.863999999994,49.02,80.83,6877.72,30.55,140.6,45544.0,4269.360000000001,88236.00000000001,95113.72000000002,118613.72000000002,68304.22399999999,0.5758543278130049
536,Accountant,51000.0,Entry,,Texas,41467.812,27.45,80.83,5151.54,15.32,91.05,45544.0,2624.52,49410.0,54561.54,105561.54,44092.331999999995,0.4176931484705508
537,Accountant,37415.0,Entry,San Andreas,California,57271.58,40.28,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,72504.0,79540.89,116955.89,61540.94,0.5261893180411863
538,Accountant,51500.0,Entry,Casper,Wyoming,42902.448,36.46,58.63,7073.12,11.78,94.2,45544.0,1975.8,65628.0,72701.12,124201.12,44878.248,0.3613352923065428
539,Accountant,61500.0,Entry,Plano,Texas,41467.812,37.11,80.83,7098.23,15.32,91.05,45544.0,2624.52,66798.0,73896.23,135396.22999999998,44092.331999999995,0.3256540599394828
540,Accountant,26259.999999999996,Entry,Hooksett,New Hampshire,49041.7792,26.74,80.83,7073.12,23.62,107.68,45544.0,3520.92,48131.99999999999,55205.119999999995,81465.12,52562.699199999995,0.6452172316201092
541,Accountant,22000.0,Entry,San Dimas,California,57271.58,40.28,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,72504.0,79540.89,101540.89,61540.94,0.6060705199649127
542,Accountant,55500.0,Entry,Fort Worth,Texas,41467.812,27.16,80.83,5579.72,15.32,91.05,45544.0,2624.52,48888.0,54467.72,109967.72,44092.331999999995,0.400957044485418
543,Accountant,31205.0,Entry,Garden City,New York,44195.8976,37.86,80.83,6758.4,24.37,97.04,45544.0,3601.92,68148.0,74906.4,106111.4,47797.8176,0.4504494107136462
544,Accountant,27500.0,Entry,Silverado,California,57271.58,40.28,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,72504.0,79540.89,107040.89,61540.94,0.5749292630134148
545,Accountant,112500.0,Entry,Corpus Christi,Texas,42492.552,20.29,80.83,3540.59,15.32,93.3,45544.0,2624.52,36522.0,40062.59,152562.59,45117.072,0.295728277816993
546,Accountant,75500.0,Entry,Haddonfield,New Jersey,47092.49600000001,31.19,82.79,8059.16,19.49,103.4,45544.0,3098.4,56142.0,64201.16,139701.16,50190.89600000001,0.3592732945095088
547,Accountant,135000.0,Entry,New York,New York,58296.32,33.56,80.83,10831.74,24.37,128.0,45544.0,3601.92,60408.0,71239.74,206239.74,61898.24,0.3001276087721988
548,Accountant,92500.0,Entry,Lindon,Utah,45525.7824,24.79,69.01,4143.37,11.02,99.96,45544.0,2018.28,44622.0,48765.37,141265.37,47544.062399999995,0.3365585097041121
549,Accountant,13000.0,Entry,Fairfax,Virginia,43134.72239999999,29.26,86.7,5590.44,14.46,94.71,45544.0,2602.08,52668.0,58258.44,71258.44,45736.80239999999,0.6418440033208697
550,Accountant,85000.0,Entry,Los Angeles,California,64034.863999999994,49.02,80.83,6877.72,30.55,140.6,45544.0,4269.360000000001,88236.00000000001,95113.72000000002,180113.72000000003,68304.22399999999,0.3792283230838826
551,Accountant,57500.0,Entry,New Canaan,Connecticut,49442.5664,27.62,72.47,7073.12,28.16,108.56,45544.0,3910.92,49716.0,56789.12,114289.12,53353.486399999994,0.4668290944929841
552,Accountant,49000.0,Entry,Los Angeles,California,64034.863999999994,49.02,80.83,6877.72,30.55,140.6,45544.0,4269.360000000001,88236.00000000001,95113.72000000002,144113.72000000003,68304.22399999999,0.4739605916771836
553,Accountant,28640.0,Entry,New Washington,Ohio,40443.072,20.56,80.83,4054.52,15.98,88.8,45544.0,2695.8,37008.0,41062.52,69702.51999999999,43138.872,0.6188997470966617
554,Accountant,150000.0,Entry,Clifton Park,New York,44195.8976,33.56,80.83,6758.4,24.37,97.04,45544.0,3601.92,60408.0,67166.4,217166.4,47797.8176,0.2200976652005098
555,Accountant,73500.0,Entry,Abilene,Texas,40579.704,27.45,80.83,5151.54,15.32,89.1,45544.0,2624.52,49410.0,54561.54,128061.54,43204.223999999995,0.3373707984458096
556,Accountant,52500.0,Entry,Omaha,Nebraska,42310.376,24.26,80.83,4094.4,10.78,92.9,45544.0,2134.2,43668.00000000001,47762.40000000001,100262.4,44444.576,0.4432825864930422
557,Accountant,50000.0,Entry,Gainesville,Georgia,44177.68,23.66,80.83,5285.46,13.49,97.0,45544.0,2426.88,42588.0,47873.46,97873.46,46604.56,0.4761715790981539
558,Accountant,68000.0,Entry,Spring,Texas,41467.812,36.54,80.83,5151.54,15.32,91.05,45544.0,2624.52,65772.0,70923.54,138923.53999999998,44092.331999999995,0.3173856064998056
559,Accountant,26470.0,Entry,San Bernardino,California,57271.58,20.05,80.83,4760.21,30.55,125.75,45544.0,4269.360000000001,36090.0,40850.21,67320.20999999999,61540.94,0.914152525667998
560,Accountant,49500.0,Entry,Saint Charles,Missouri,39973.9688,21.59,72.8,3937.23,11.57,87.77,45544.0,2123.16,38862.0,42799.23,92299.23,42097.128800000006,0.4560940410878834
561,Accountant,63000.0,Entry,Trenton,New Jersey,47502.392,31.19,82.79,8059.16,19.49,104.3,45544.0,3098.4,56142.0,64201.16,127201.16,50600.792,0.3978013408053826
562,Accountant,32000.0,Entry,Deltona,Florida,46117.8544,31.24,83.25,4977.02,14.2,101.26,45544.0,2532.6,56232.0,61209.02,93209.02,48650.4544,0.521950068780897
563,Accountant,79500.0,Entry,South Jordan,Utah,45525.7824,27.57,69.01,4143.37,11.02,99.96,45544.0,2018.28,49626.0,53769.37,133269.37,47544.062399999995,0.3567516106664269
564,Accountant,52000.0,Entry,Liberty,Texas,41467.812,27.45,80.83,5151.54,15.32,91.05,45544.0,2624.52,49410.0,54561.54,106561.54,44092.331999999995,0.4137734120584218
565,Accountant,10500.0,Entry,Seattle,Washington,56747.82399999999,43.13,80.83,10361.54,11.83,124.6,45544.0,2247.6000000000004,77634.0,87995.54000000001,98495.54,58995.42399999999,0.5989654353892571
566,Accountant,100000.0,Entry,Troy,Michigan,40916.7296,19.87,80.83,3880.78,18.41,89.84,45544.0,2958.24,35766.0,39646.78,139646.78,43874.9696,0.3141853295865468
567,Accountant,19000.0,Entry,Ontario,California,57271.58,29.34,80.83,6164.74,30.55,125.75,45544.0,4269.360000000001,52812.0,58976.74,77976.73999999999,61540.94,0.7892217602326028
568,Accountant,81000.0,Entry,Los Alamos,New Mexico,41271.9728,19.07,68.46,4666.31,14.26,90.62,45544.0,2361.6,34326.0,38992.31,119992.31,43633.5728,0.3636364096999216
569,Accountant,67500.0,Entry,Albany,New York,45589.543999999994,19.46,80.83,6758.4,24.37,100.1,45544.0,3601.92,35028.0,41786.4,109286.4,49191.46399999999,0.4501151469899273
570,Accountant,45000.0,Entry,Kilgore,Texas,41467.812,27.45,80.83,5151.54,15.32,91.05,45544.0,2624.52,49410.0,54561.54,99561.54,44092.331999999995,0.4428651063452814
571,Accountant,123500.0,Entry,Suwanee,Georgia,41854.936,23.66,80.83,5285.46,13.49,91.9,45544.0,2426.88,42588.0,47873.46,171373.46,44281.816,0.2583936625892947
572,Accountant,202000.0,Entry,,Indiana,39759.912,20.45,80.83,4331.59,14.42,87.3,45544.0,2527.3199999999997,36810.0,41141.59,243141.59,42287.232,0.1739201919342552
573,Accountant,56500.0,Entry,Las Vegas,Nevada,45862.808,30.23,80.83,5392.82,14.88,100.7,45544.0,2577.0,54414.0,59806.82,116306.82,48439.808,0.4164829543099879
574,Accountant,235000.0,Entry,San Francisco,California,81341.58399999999,62.2,80.83,12650.66,30.55,178.6,45544.0,4269.360000000001,111960.0,124610.66,359610.66000000003,85610.94399999999,0.2380656457736819
575,Accountant,5000.0,Entry,,Texas,41467.812,27.45,80.83,5151.54,15.32,91.05,45544.0,2624.52,49410.0,54561.54,59561.54,44092.331999999995,0.7402819336101786
576,Accountant,27500.0,Entry,Fountain Valley,California,57271.58,40.28,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,72504.0,79540.89,107040.89,61540.94,0.5749292630134148
577,Accountant,103000.0,Entry,Vancouver,Washington,48741.1888,27.34,80.83,4996.3,11.83,107.02,45544.0,2247.6000000000004,49212.0,54208.3,157208.3,50988.788799999995,0.3243390380787783
578,Accountant,62500.0,Entry,Nashville,Tennessee,45589.543999999994,30.46,80.83,5088.14,13.04,100.1,45544.0,2378.2799999999997,54828.0,59916.14,122416.14,47967.82399999999,0.3918423175244702
579,Accountant,55000.0,Entry,Broomfield,Colorado,49324.152,31.34,80.83,5740.88,15.16,108.3,45544.0,2607.24,56412.0,62152.88,117152.88,51931.392,0.4432788336061392
580,Accountant,64500.0,Entry,Columbus,Ohio,42765.816000000006,21.28,80.83,4562.82,15.98,93.9,45544.0,2695.8,38304.0,42866.82,107366.82,45461.61600000001,0.4234233257537105
581,Accountant,120000.0,Entry,New York,New York,58296.32,33.56,80.83,10831.74,24.37,128.0,45544.0,3601.92,60408.0,71239.74,191239.74,61898.24,0.323668291956473
582,Accountant,27674.999999999996,Entry,Rochester,New York,43995.50399999999,21.48,80.83,3519.92,24.37,96.6,45544.0,3601.92,38664.0,42183.92,69858.92,47597.42399999999,0.6813363848167133
583,Accountant,49840.0,Entry,Orlando,Florida,46181.61600000001,26.74,83.25,4886.84,14.2,101.4,45544.0,2532.6,48131.99999999999,53018.84,102858.84,48714.21600000001,0.4736026188901217
584,Accountant,28845.0,Entry,Carlsbad,California,57271.58,36.01,80.83,7036.89,30.55,125.75,45544.0,4269.360000000001,64818.0,71854.89,100699.89,61540.94,0.611132147214858
585,Accountant,180000.0,Entry,San Francisco,California,81341.58399999999,62.2,80.83,12650.66,30.55,178.6,45544.0,4269.360000000001,111960.0,124610.66,304610.66000000003,85610.94399999999,0.2810503874027257
586,Accountant,100000.0,Entry,Highland,Utah,45525.7824,24.79,69.01,4143.37,11.02,99.96,45544.0,2018.28,44622.0,48765.37,148765.37,47544.062399999995,0.3195909263022705
587,Accountant,54000.0,Entry,Syracuse,New York,43312.344,33.56,80.83,6758.4,24.37,95.1,45544.0,3601.92,60408.0,67166.4,121166.4,46914.264,0.3871887255872915
